text,label
я уже проходил но не знаю как ответить,1.0
русский ремонт да,4.0
позвоните пожалуйста два пятнадцать двадцать спросите елена геннадьевна,4.0
какой какой да,1.0
ну ка сейчас скоро поставлю дата хорошая,1.0
передать,1.0
когда от работы ну в понедельник,4.0
сожалению все ответы на все свои вопросы я в общем,1.0
это какой банк это алло,1.0
да да я уже а да да я уже а,1.0
город егор егор пермский край,1.0
я уже продала автомобиль спасибо я уже продала автомобиль спасибо,1.0
какая девушка это хоум кредит да,3.0
какой заказ вы наверное ошиблись я ничего не заказу,2.0
понимаете тут звонил вам его нет без него я туда не пойду,1.0
а вы скажите что хотели,4.0
овец овец,4.0
а подождите но у меня уралсибе же какие то там что то там другой я не знаю шесть иди,2.0
я не слышу плохо слышно нет,1.0
пожалуйста за откуда вы,1.0
я работающий пенсионер каким образом перерасчет будет осуществлять,4.0
леди,4.0
да нет, давай самой интересно не переводит не что извините.,2.0
я на пенсию но я работаю,1.0
у нас товара нет ничего,1.0
вы кому звоните я оставлял заявку фамилия моя какая,2.0
алкомаркетом откуда,1.0
я не планирую,2.0
подождите я сейчас нормальный телефон,4.0
я живу да начинаем клиент,1.0
ха ха до свидания,2.0
алло еще раз не по,1.0
да я вас слухаю да я вас слухаю,4.0
сейчас попробуем да мы делаем сейчас сейчас конечно,1.0
спасибо большое но мне ничего не интересует всего доброго,2.0
девушка вы откуда номера берет телефонов алло,1.0
ой это,4.0
ой не знаю давайте да,1.0
да продень алло,1.0
тогда тогда,1.0
вроде бы да вроде бы да,1.0
я не знаю ки у вас товара имеется и для нашего товара и куда вам надо поставить да,1.0
ты кто,1.0
снов да,1.0
алло извините повторите сейчас ничего не расслышал алло извините повторите сейчас ничего не расслышал,4.0
нет по телефону нет непонятно от кого нет по телефону нет непонятно от кого,4.0
четко не могу сейчас ничего сказать,2.0
большое спасибо извините не надо,2.0
а повторите еще раз,3.0
какой кредит подождите,4.0
какая квартира ничего меня не интересует,2.0
программа да,1.0
что вы хотите надежда мне сказать,1.0
мы только приехали да,1.0
не слышу не слышу,2.0
надежда неудобно мне разговаривать я нахожусь на работе не могу,2.0
какой подарок что,1.0
можешь мне пожалуйста приложение со всеми расценками уточните или перезвоните,1.0
откуда вы нет,2.0
вол,1.0
я когда давала вам разрешение на использование моего телефона нет,2.0
сактированный режим подключения микрофона будно скать пробуйте да,2.0
да не очень ну давайте,4.0
е,4.0
удержание пожалуйста подождите the subscriber you have dialed is bsy no плес хо,4.0
а перезвоните мне,1.0
скажите меня немного народ песни ладно скажите скажите меня немного народ песни ладно скажите,4.0
я не могу на это ответ вопрос я не могу на это ответ вопрос,2.0
дата тока,1.0
ну что что ничего не поняла ну скажите алло,2.0
пока нет пока не да,2.0
ну пока нет на пополам,2.0
без разницы без разницы,2.0
а республика,4.0
а чего это алло алло алло,1.0
приключения да,1.0
отдел продаж матрак отдел продаж матрак,4.0
маршрутке давай,4.0
ну давай чуть чуть,1.0
твареныш и как вам удобно да,2.0
для пенсионер распространять для пенсионер распространять,4.0
здравствуйте да не помню,1.0
продай,1.0
а да говорить,1.0
там она сейчас кредит да,1.0
сегодня поеду пролонгировать пролонгировать оператор,1.0
10 5 лет не надо,1.0
каким петровичем что вы говорите об этом у нас ничего нету,2.0
да я вас учу але,2.0
другое время лучше да,4.0
работа полная домой перехожу очень поздно поэтому когда ушиваю смотрю,1.0
обслуживание разговор с оператором может быть записан,2.0
не очень извините не могу до свидания,2.0
эй да не сегодня,1.0
а что за банк да,1.0
нужен не надо мне ничего не надо спасибо,2.0
ну если сегодня так вечером я приеду,3.0
ерик да,1.0
спасибо спасибо ничего не надо,2.0
ну куда хотели позвонить,4.0
а какой салон еще раз,1.0
о давайте вам перезвоню алис,1.0
что еще раз повторите что еще раз повторите,2.0
2590,4.0
буду стараться,1.0
интересно я слушаю,1.0
спасибо меня ничего не надо,2.0
алена да нормально,1.0
акридерм крем да ест,1.0
спасибо нет у нас,2.0
для связи с производственно техническим отделом нажмите 4 для повторы нажмите звездочку,2.0
вы мне можете позвонить после 4 я не могу говорить,2.0
у меня время да,1.0
интересно девушка а с кем я говорю интересно девушка а с кем я говорю,1.0
девушка давно нужен кредит,1.0
по ремонту квартир а вы откуда звоните,1.0
а у,4.0
вы знаете у меня все есть я не буду сейчас ничего покупать денег только нет,2.0
там продаются алло алло,1.0
ну да желаю,1.0
нажмите 5 для прослушивания график работы управляющей компании или дождитесь ответа оператора,4.0
походите одежда позвонил,1.0
так ально каковы находится в краснодарском крае,1.0
да вы звонили,1.0
сейчас у меня маленький платят сейчас некогда мне да,2.0
сколько стоит вам когда надо,1.0
спасибо мне пока ничего не нужно извините спасибо,2.0
добрый день я кто он сказал что я предприниматель откуда такая информация,1.0
наталья я еще разобрала наталья я еще разобрала,4.0
не надо то есть тысяч 10 год рождения д,1.0
это самое нет нет до свидания,2.0
паратов,4.0
я не граждане я не граждане,4.0
по регистрации я,4.0
ничего не скажи,2.0
сейчас прям на данный момент где то на сегодня постараюсь,1.0
извините не понял в чем я регистрировался у вас еще раз,4.0
катя давайте вы мне позвоните после обеда после 4 часов я на работе,1.0
не знаю а вы откуда то покупать очень напрямую,4.0
вы знаете в отдел продаж попали поэтому если какое то коммерческое предложение можете,2.0
пытал строитель жилья специалист по улучшению качества жизни надежда добрый день алло,4.0
да что девушка бесполезно то я уже ходил ездила,4.0
не слышу я ничего что вы сказа,4.0
я в курсе но пока мне ничего нет,2.0
ну я нет,2.0
нет мы перепродаем готовую продукцию,2.0
а какой банк банк какой,1.0
пик да,1.0
все отлично пять,4.0
я пока не знаю ничего я пока не знаю ничего,2.0
чего это кто,4.0
да думаю,1.0
а почему я почему мне это не сделает законодательство автоматом если мне надо,1.0
тогда все равно меня не,2.0
чили действительный ответ попробуйте еще раз,1.0
нет не плане,1.0
в городе нурлат,1.0
не получается и я уже зараза пробовала ночные походы операция,2.0
чего уже все да,1.0
да не мне сейчас неудобно разговаривать,4.0
ха ха ха ха ну допустим да,1.0
ну в каком плане сотрудничать ну в каком плане сотрудничать,4.0
в мае в мае месяце,4.0
повтори пожалуйста время,4.0
что мне сейчас ничего не надо,2.0
нет можно сказать да,2.0
спасибо но я сейчас не в чем не нуждаются более на самоизоляции всего доброго,2.0
а сегодня это последний день салон рации меня да,4.0
банк какое открытие алло не слышу пропали,4.0
а что получить то еще раз а что получить то еще раз,1.0
да не н****,2.0
спасибо девушка сразу сейчас я не смогу ничего воспользоваться закаранда нет,2.0
не знаю пока это меня решали нас руководитель поговорить когда,2.0
случего случего алло,1.0
пока пока нет,2.0
что сказали повторите пожалуйста алло,4.0
большое только мне это общем то как дома ничего нет,2.0
ну да на днях пожалуйста а что вас такое,1.0
да да уже,1.0
извините связь прервалась с,2.0
все зависит то поступление товара все зависит то поступление товара,4.0
да бы,4.0
я тебе ничего не,2.0
геленджик,1.0
ваш картой сегодня чтобы получить да идите вы на,1.0
блин чет я ничего не слышу,1.0
о том что сейчас кредит он у меня пока нету работы но я буду врешь вот это таня финансовая,2.0
мне из москвы не надо,2.0
для соединения с отделом продаж возьмите 3 для соединения с отделом снабжения,2.0
да мне еще не начислили мне буду знать как начислили а потом уж перерасчет какие,1.0
все поняли да,1.0
спасибо да я если,1.0
мы хотели без агента поглотить,1.0
а вы мне скажите как его оплатить,2.0
да кто ты,4.0
ой нет спасибо не надо у нас уже ремонт сделал спасибо,2.0
ну ладно седьмого,1.0
на данный момент момент пока уже нет,2.0
да переводи,1.0
ли да да,1.0
спасибо но узнать мне пока ничего особо не надо,2.0
чего чего б**** все все,2.0
поподробнее что за работу поподробнее что за работу,4.0
миллион давай,1.0
он уже забранный спасибо до свидания,2.0
алло я вас плохо слышу повторите пожалуйста,2.0
але але автомат автомат да,1.0
нет спасибо за предложение,2.0
ну если есть покупатель давай,1.0
отдел продаж меня зовут юлия ружицкая здравствуйте,1.0
ученика да,1.0
доброго дня да слушаю,1.0
да заметки да интересно,1.0
нет и не звоните больше каждый день звоните мне звоните пожалуйста больше сюда,2.0
а возможно да а возможно да,1.0
все подожди мошенника знаешь сколько,2.0
вот елки палки как вы меня вычислили что я вам да,2.0
добрый день в данный момент мы к сожалению не можем ответить на ваш звонок оставьте свое сообщение после звукового,3.0
алло девушка девушка не звоните мне больше,2.0
а у меня пока нечего ремонтировать а откуда вы мой телефон,2.0
девушка мне сейчас некогда это очень,2.0
да алло здравствуйте алло,1.0
города,4.0
я уже взяла я уже взяла это микрофон да алло,1.0
я не хочу мне ничего не надо,2.0
добрый день продаж,1.0
да в любой момент перезванивать,1.0
альо,4.0
на работе пока что мне не надо мне уже,2.0
все да слушаю,1.0
мне сейчас точно до свидания,2.0
мне пока не нужно ничего из этого через несколько недель,2.0
я не давас отказывай я много рак,4.0
удалять не удобно,4.0
откуда я не понимаю вас,2.0
что есть не слышу,2.0
матч да,4.0
я работаю поэтому еще к работающим увеличивает,2.0
сампо да ест,1.0
ну извините меня это не интересует спасибо большое ага до свидан,2.0
да не я не хочу недавно покупке сделал крупно у меня пока нет нации,2.0
алло да я слушаю,1.0
я не надо подсоединить,2.0
скажите да скажите,1.0
тут все не надо не интересно,2.0
там подождите а вы нет,2.0
ну давайте на 950 лет на 7,1.0
а нет не делаем,2.0
а можно еще раз повторить,1.0
вообще это кондитерский цех спасибо может вы не туда позвонили,2.0
интернет починили если,4.0
ага да да да да,1.0
на линии вам обязательно ответит оператор на линии вам обязательно ответит оператор,4.0
а я не слышу,2.0
да наталья,1.0
если будет необходимость обращусь вам,1.0
бесплатная компенсация да,1.0
интересно какой у меня перерасчет я же не работающая,4.0
ну интересно наверное никто не начислит ну интересно наверное никто не начислит,1.0
и 5 должны часто смотрит,4.0
готовы готовы да,1.0
что еще,4.0
ну не совсем да,4.0
уточните пожалуйста предложение на почту алло да,2.0
сейчас подождите я маму да мам сейчас подождите я маму да мам,4.0
я так не пала откуда вы,1.0
не надо мне сейчас,2.0
звук левый орленок можно его у вас активный режим ключи,1.0
интересует ничего спасибо большое ничего,2.0
так индапамид стоит 500 тенге,1.0
а что чего а что чего,4.0
алиса але,4.0
я уже говорю да я уже когда же вас спросила закупите янко,1.0
да нет давайте пока не будем,1.0
ну не надо поговорить с главрачом перезвоните часов да,1.0
может быть сегодня не получится меня есть хотя бы 3 дня,2.0
ой я в больнице извините не могу задавать вопрос спасибо,1.0
а да разбираться,1.0
алиса сейчас да,1.0
надежда здравствуйте спасибо большое мне очень удобно,1.0
вообще давай,1.0
чего чем пользуемся алло,4.0
ты да да слушай,4.0
так какой город екатеринбург,1.0
урал да,1.0
какую какую сумму нет не знаю,2.0
вы реклама занимается прима на работу да,4.0
сейчас стояке следующей неделе заеду а навои тоже да сейчас стояке следующей неделе заеду а навои тоже да,4.0
раз 2 месяц раз два месяц,4.0
туалетной бумаги то это не клад только дам как договора когда наскочем договор,1.0
в принципе да в принципе да,2.0
подождите я занят сейчас,4.0
да не может,1.0
девушка меня не интересует данный вопрос извините не надо 3,2.0
кто это а то я машине еду не слышу,2.0
вы знаете спасибо вам большое у меня все информации приходит на смски все что есть артамода я все,1.0
операторы связи цифра 1 в настоящий момент данный номер нет,4.0
у нас нету салона в нашем городе извините я вы откуда звоните,1.0
получите 30 да да да,4.0
подождите алло не слышу вас,2.0
девушка мне пока не надо,2.0
ну так мы подавали заявку интересует,1.0
спасибо молодой человек,1.0
каким образом да интересно алло,1.0
ну меня сейчас не интересует ничего ортопедическая,2.0
да очень,1.0
а ничего вы хотите мне предложить,1.0
одежды восемь для повтора меню нажмите девять или дождитесь ответа оператора,4.0
дела намело ничего не,2.0
не знаю сегодня мне точно не дала не знаю сегодня мне точно не дала,2.0
что то еще раз что то еще раз,4.0
а да здрасте,1.0
человеч не понял,1.0
вы в ресторан попали что хотели,3.0
ты отказываешь але,4.0
дальше что надежда вы да,1.0
спасибо большое регулярно вам пользуюсь поэтому не надо мне,2.0
а дальше у меня лето,1.0
интересно когда я не знаю интересно когда я не знаю,4.0
ладно все я думаю что за это я жду звонка по другого,1.0
ну да да да ну да да да,1.0
брате это кто,4.0
у нас можно да заказат,1.0
почему рано или нет,4.0
ну если бы вывозом занимаетесь заказывайте тогда возможно,1.0
вет да,1.0
сегодня прогу,1.0
это автоматичеки да,1.0
сейчас мне некогда спасибо вам за звонок и остана плохо,2.0
ну давайте поговорим что вы хотели узнать,1.0
доброго алло доброго дня,1.0
100 вы мне не приложили мне не не интересно спасибо до свидан,2.0
ну потом потом я занят чуть чуть на самом деле да,1.0
прическу да,1.0
здравствуйте что хотели,1.0
сюда нужны деньги,4.0
да на мне это,2.0
хорошо давайте поговорим я жду,1.0
а что вы хотите хотите мы сейчас понимаешь что сейчас все работы на удаленке вот на все,2.0
сейчас пока пока нет,2.0
да не оставляла,1.0
ну прити вида но вы не москвы,1.0
ну почему,4.0
вы знаете не очень что то хотели предложить да,2.0
мы уже закупили на следующий год но вы сейчас сделали так что туда войти них,2.0
сейчас у меня клиенты можешь через надцать лет позвонить,4.0
прошу прощения салон,1.0
потом я воду выпить да,4.0
мне удобно да,1.0
знаете нет,2.0
а что мне надо будет делать алло,4.0
не интересно вы не могли бы больше вы звоните да,2.0
хотим давай хоти,1.0
еще раз повторите где была,1.0
вы извините я являюсь клиентом артеки и пользуюсь его услугами сейчас мне не надо,2.0
а вот смотрите в данный момент сейчас к нам должен приехать до ну деньги,1.0
обработку своих персональных да,1.0
спасибо да что вы хотите,1.0
басоны демисе оператор там жалобы придумать добро пожаловать в компанию экофарм,4.0
подготовьте алло,1.0
спасибо но мы очень далеко от сальска вряд ли вы нам доставить,4.0
а по поводу чего вы звоните,1.0
все нормально все хорошо сейчас коронавирус я вот лечусь дома сижу на карантине да,1.0
найдите тогда найдите тогда,1.0
как называется еще раз повторите просто сам форте,4.0
я только вчера заказал и уже пришел не интересно ну в этом плане да хочешь,1.0
пока не задумывались о. но, возможно, в дальнейшем понадобится.,1.0
даже куплю спасибо,1.0
откуда вообще звонить хоть,1.0
кора да,1.0
да мне все,1.0
ты что гонишь что да,1.0
я всегда увидел на лево села его в сентябре будет пятнадцать лет,4.0
еще раз нажмите 9 еще раз нажмите девять,4.0
спасибо нам кончи не надо,2.0
бно разговаривать не могли бы вы попозже перезвонить или лучше завтра,4.0
мне не удобно,2.0
просительно да,1.0
когда мне машину ремонтировали так у меня 2 машины в наличии поэтому я не пользуюсь аренда меня тем более сейчас если,4.0
а условия это как какие какие я еду это завод,1.0
а девушка очень плохо вас слышу перезвоните попозже,4.0
мне не надо кредит мне не надо кредит,2.0
давайте побыстрее я чуть чуть занят,1.0
да робот да да,1.0
только чтоб нам ничего не нам зубную пасту бы,2.0
просто повторите еще не рассвет,4.0
еще раз очень плохо слышно алло,4.0
вида мне не видправлено якиму нас,4.0
закон да,1.0
ну да нога сломана,1.0
24 да,1.0
мы ничего не заказывали извините не получается как то ну мы не заказывали,2.0
а сейчас да,1.0
а да мы,1.0
новая,4.0
ну и что хотим давай,1.0
давайте определим простые правила игры лето виртуальное или клеток которые строизол,4.0
еще раз че откуда алло,2.0
алло девушка слышите алло,3.0
а вы куда звоните частный дом,1.0
да нет. спасибо не интересует.,2.0
а вам больше ничего не надо,2.0
скажите пожалуйста сейчас по моему режим самоизоляции поэтому мне пока никуда я не выхожу,2.0
у нас сегодня дождь да у нас сегодня дождь да,4.0
нет нет не интересно у меня все в порядке меня,2.0
алло алло ничего мне не надо,2.0
угу а деньги на любой связь да,1.0
сейчас я посмотрю есть он или нет нет нет,2.0
девушка спасибо в данный момент нет,2.0
никогда я отказался никогда я отказался,4.0
а ну хотела бы узнать на кредит что ли,4.0
алло окей да,1.0
мы можем даже завтра,1.0
не скажем да,2.0
нет в данный,2.0
тригрим 5 миллиграмм так,4.0
девушка знаете как вот сам тан как бы вышел давайте вы наберете наверно чуть позже,2.0
алиса алло да,1.0
сообщение после гудка или перезвоните позже сообщение после гудка или перезвоните позже,4.0
ничего вы просите ничего вы просите,2.0
а спасибо девушка меня это не интересует да,2.0
извините мне некогда нет,2.0
половые вообще куда звонить я в астане а вы говорите магазинов,4.0
к сожалению не могу потому что у меня нет,2.0
я сегодня закрой кредит да да да,2.0
может вы пойдете на х** и больше не будет,2.0
что получить еще раз да да,1.0
эти алло,4.0
простите нам ничего не,2.0
блин а,2.0
да чинабад,4.0
извините вселение в данный момент заняты перезвоните пожалуйста позднее,4.0
а и что это за компания,1.0
а кто вы вообще то есть такие а кто вы вообще то есть такие,4.0
оу да,1.0
а телефон да,1.0
ооо да да,1.0
чем вы занимаетесь где вы познакомились да,1.0
вы знаете что вот я хочу сказать что в данный момент мне,1.0
добрый день алло надоедать здравствуйте,1.0
да нет я,2.0
надежда извините не особо на работе поэтому прошу прощения дайте там до понедельника может быть отложен,2.0
дело в том что у нас сеть баранкин закрыта до 30 апреля вот вы,2.0
ну да восемь,1.0
где находится да,1.0
ну да я вас,1.0
а еще раз какой фитнес,1.0
я ничего не понял с того чтобы сказали связь такая не понял что что еще раз повтори,1.0
ну да я посмотрела ее ну да я посмотрела ее,4.0
больше нет,4.0
нет мы то что не делаем,4.0
вообще то интересно,4.0
сейчас 1 минуточку подождите сейчас одну минуточку подождите,1.0
так вообще да,1.0
а я гимне девушку,1.0
девушка какая может быть аренда 64 года,4.0
с кем я разговариваю с роботом или с человека,2.0
чапаевске есть,1.0
а откуда эти деньги,1.0
да мне сейчас неудобно говорить можете мне перезвонить где то немного попозже,2.0
вы куда звоните вы куда звонить,4.0
сожаления нет,2.0
можете мне звонить спасибо большое за предложение до свидания,2.0
сейчас минуточку посмотрю так пластыри да есть,1.0
еще раз повторите не слышно вас алло,2.0
добрый день группа компаний инсити краснодар администратор любовь вас интерес,4.0
а я понял я думаю сегодня получится напомнили,4.0
ну давайте завтра,1.0
кто беспокоит,4.0
ну в общем да послушаем ну в общем да послушаем,1.0
нет почему,4.0
нам ничего пока не надо,2.0
каким образом это будет каким образом это будет,1.0
вопрос буду ждать там вопрос буду ждать там,4.0
подождите и повторите еще раз подождите и повторите еще раз,4.0
подождите сейчас я дам взрослого человека подождите сейчас я дам взрослого человека,4.0
може продаешь може продаешь,4.0
да интересно но попозже перезвоните пожалуйста через час полтора так,1.0
алло это же не справочная аптека стоит вам дал мой номер,2.0
честно говорю не очень,2.0
общественном транспорте перезвоните,2.0
ну не знаю если кто то меня какбы все квартиры тоже которые с ремонтом обычно подаю,1.0
да даша,1.0
ой ну говорите,4.0
а я хочу,1.0
да здравствуйте да здравствуйте алло,1.0
газовик да,1.0
ночи откуда звонится алло,4.0
давай хочу,1.0
двадцать тысяч инвестировать или двадцать тысяч час оставаться у меня,4.0
здравствуйте сейчас не видно говорить извините пожалуйста перезвоните тогда,4.0
так мы сейчас некогда перезвоните наверное завтра хорошо спасибо,2.0
а я такого не помню чтобы мы что то заказывали когда то была,4.0
запрудня запрудня,4.0
да я уже говорила дальше,1.0
двенадцать,4.0
гу гу да,1.0
девушка мне не дают кредитные меня этот отрицательный что фактор,4.0
да альо,1.0
какая нас компания а куда вы звоните,4.0
я уже сообщалось связывалась с операторами мне отложили срок на 10 дней,1.0
а по указу меня да,1.0
что нибудь еще я записал хотите что нибудь добавить когда,1.0
20 извините селении в данный момент заняты перезвоните пожалуйста,2.0
мэри когда созрение,1.0
орите о чем речь пойдет алло,1.0
режим подключения микрофона,4.0
проверено да не надо,2.0
данны я сейчас не могу разговаривать если можете мне в конце недели позвонить,2.0
а как так сказать да,4.0
подождите пожалуйста одну секунду вам визирная американская все,4.0
коробка коробку да,1.0
оф в каком именно количестве и подадим ценам,1.0
блин не могу не сказать не да,2.0
причина да санивал и ниче бля,2.0
отправлять тоже да да,1.0
не так и так должны пересчитать я уже не работающий пенсионер но почему то еще не посчитает,2.0
полгода только документом про,4.0
спасибо я уже разговаривал спасибо не надо,2.0
спасибо большое конечно но мне пока ничего не надо,2.0
я не пойму это автомат не автомат я человек,3.0
надежда меня еще пока инвалидность не наступило от чего спасибо за ваше беспокойство,4.0
какое какой заказ я ничего не заказывала,2.0
кант петербург,1.0
нет я предпочитаю официальное уведомление а телефонные разговоры,2.0
твою мать да,1.0
я работаю организации поэтому мне организация занимается закупка оборудования,4.0
оператор связи и в настоящий момент данный номер не обслуживается и достать для покупок,4.0
так так я было задавать черри давайте давайте,1.0
сегодня внесу я знаю я видел имена сколько летом носить надо,4.0
государственный мне как бы ничего не надо,2.0
а сейчас нету получается а вы получается а в комсомоле вы же работаете мото или нет,2.0
чего простамол не поняла еще раз,2.0
ну как высказать ну да,4.0
а чего вы представляете,1.0
карта я не слышу вас,4.0
девочки не надо,2.0
а вы можете где нибудь 10 часов да посадит потом,4.0
налево да,1.0
его не надо ничего,2.0
зачем але я вас понял я сделаю,4.0
а мы не продаем алкоголь да,4.0
о нет да да,2.0
я быстро ты г**** да,4.0
ох до свидания нет,2.0
а каким образом ты это если я работающий пенсионер каким образом,1.0
да да да я помню нуне мне пришло сообщение я просто можно работе если вам,1.0
да собственника но уже подано уже рад этим договор заключили да собственника но уже подано уже рад этим договор заключили,4.0
сейчас не пользуюсь сейчас не пользуюсь,2.0
кто это еще раз спрошу спрошу да да,4.0
фигня да говорю,4.0
сожалению мне сейчас нет возможно,2.0
да я только,1.0
да нет ок,1.0
еще раз не понял алена,4.0
не делаем,2.0
ну мне сейчас не надо,2.0
буду продлевать срок действия,4.0
у вас мой номер телефона откуда,4.0
я вас спрашиваю откуда вы нашли мой номер телефона,1.0
а мне сейчас не очень нужно,2.0
до свидан ага,1.0
да нет никаких,42.0
девушка извините мне мне когда то нет,2.0
ну я не в курсе не знаю не могу ответить,2.0
да нет на работе,1.0
да интересн,1.0
е да да да,1.0
понятно уже да,1.0
а можете перезвонить минут через 15 20 подойдет алло,1.0
подождите номера хотите предложить алло,4.0
нет в данный момент пока нет алло,2.0
спасибо мы все что нужно мы купим нам пока ничего не нужно спасибо спасибо,2.0
не не не надо мне,2.0
нет с проживанием мне не надо,2.0
ничего не слышу я на работе,2.0
пожалуйста заткнись пожалуйста иди в ж*** все да до свидания,2.0
выдаю выдаю,4.0
на володарского 30,4.0
необходимо изменить условия да,4.0
ну тридцатка да,1.0
ой маркус подождите,4.0
мне спасибо уже не надо,2.0
ставы так звонили по указу привезет а тебе да,4.0
нет торт мы не производим,2.0
это мегафон что ли да,1.0
а давно а давно,1.0
слышу алло алло перезвоните,1.0
я пока не знаю даже скорее всего,1.0
ой утики,4.0
пока ничего не могу обещать уже конец недели уже выписки не будет если только на следующей неделе может,2.0
вот знаете не очень я заболела поэтому давайте попозже,2.0
так что вы хотите давай как всегда какую нибудь очер,2.0
идите да,1.0
все равно у меня по кредитная история плохая они не дадут ничего,2.0
когда я за рулем,4.0
проблем служение ну какие то есть наверно да,4.0
секс а да,2.0
кинг да,1.0
чего обращались,4.0
говорю я,4.0
а используем иногда алло,4.0
аптека а ну да,1.0
куда это как,4.0
вы знаете мы эти салоны да,2.0
потом добрый да,1.0
девушка перезвоните мне надо будет поговорить с вами лично,3.0
нет нет спасибо у нас дети выросли да,2.0
добрый о,4.0
еще раз повторите чуть не услышал алло,4.0
а что это за департамент права а что это за департамент права,4.0
а что за компания я обращалась к вам или что в чем вопрос вообще,4.0
ну если быстро туда туда алло,1.0
да очень интересно да очень интересно,1.0
не знаю подождите она звонит,4.0
нет вы повторите,2.0
а это вы что то чтобы вам заказывать да я вас просто плохо слышу нет,4.0
есть мы уже заказчики приобрели его тогда мишину может понадобиться в,1.0
вы мне хотите подарить,1.0
поражаются 3 рабочие дни,1.0
ой вы знаете я сейчас ребенку укладываю спать мне время просто нету ой вы знаете я сейчас ребенку укладываю спать мне время просто нету,2.0
а каковы ваши условия а каковы ваши условия,1.0
придумай недавно,4.0
алло кажу да,1.0
нет не слышала еще раз скажите алло,2.0
перезвоните девушка еще раз,4.0
я понял у вас только пару батончиков за свяжись купила нет,4.0
абонент которым вы разговаривали поставил вызов на удержание пожалуйста подождите а,2.0
только по быстренькому да,1.0
девушка я пенсионер и отдыхаю до свидания,1.0
мы к сожалению, пока ничего не возят.,2.0
алло повторите ничего не поняла,2.0
чего ну,1.0
алло еще раз можно,1.0
сейчас минуту,4.0
ну давайте попробуем,1.0
ну сейчас прям нет,2.0
мне надо на осудят вы сто девятнадцать а мне сто девяносто почта а там уже была,4.0
алиса ну да,1.0
да прямом,1.0
а да приезжал,1.0
нахер не надо,2.0
добрый вообще есть нашего приложения,1.0
конечно хотелось бы но финансовая часть не позволяет такое конечно хотелось бы но финансовая часть не позволяет такое,1.0
спасибо девка не надо,2.0
ничего не слышно что вы говорите ничего не слышно что вы говорите,4.0
